x1,x2
5.8501931954107285,4.127860031408493
6.1941349632541804,4.6000763707241
4.487879912509742,5.349703312500555
5.1256762256505946,5.809390151693672
5.951135241803538,4.843372480015651
5.522058816859781,4.886782343962246
4.641089822543061,5.404588024191737
4.001874558325676,5.907475024611753
5.601625909560543,4.013632108609752
3.275106965086116,7.633551465022523
5.473843259810006,3.9623910742474564
5.519454051150443,4.492843671619406
5.229422860351201,6.0265315662501235
7.208140145674921,3.148656328602908
4.4820707503855965,4.503024494707275
7.495771018408462,2.522541632729642
7.141350889715673,3.5597510857436734
5.204249078705245,4.766506032601678
3.9029883008532424,6.30042177646248
3.899410145254617,6.562315715896261
4.815264156686415,3.9381074175241473
4.461500005576413,5.482683284982895
3.393351706979138,4.9485642966373256
8.137926948164376,1.7890013363537491
4.718910998368577,5.4626385415914385
5.194730865323804,5.411521989886883
5.73168915162083,5.452606604323627
3.6555015054352826,6.635932999262177
2.97180278301231,5.913225357784802
4.969671277998066,5.0603627644069205
4.256368886560084,4.92349235559467
3.8420029817651695,6.036853958240456
5.622763011595846,3.9349959992174446
4.016840627020465,6.475134482078767
3.0251106705326025,6.720736716381246
2.555485809147251,7.685275326011295
4.130243970855528,4.456997853400612
2.670462629713735,6.893541376868586
4.760560556034221,4.8013003769384675
5.9760357327930755,4.696537847020234
5.238288070812884,4.17470191554833
5.5324304282883645,4.17447707811649
4.713274243597077,5.58252747522722
2.7397116198920557,7.941195552932804
4.596063297016329,4.473370896823734
4.905104860835982,4.705351425331572
4.659466696795447,4.976406664852397
4.4036579671041665,5.187518760721859
4.181246999679745,5.716805195884406
4.949196751585557,5.0700047288151975
4.588252668797006,5.250158428248413
3.540108170548039,6.411066469514435
5.512934673083903,3.8807969127509283
4.901181398121262,5.339990397263492
6.291818509501738,3.759572063627101
4.323868163555492,6.16750500803656
6.045548350776367,4.148305840180431
5.90041326833242,3.7194609648336323
5.7329121538891,4.727420558074038
5.808842928324802,4.054769915317269
4.113514944405877,6.179771241252492
5.151677171518792,4.048840402110237
4.689554575039407,5.2031300792593544
3.949911096316008,5.951191570273172
6.881901889507426,3.7311733261224385
3.589431791456194,7.05862220718979
5.280966330756713,5.654759195205721
4.85632327591525,4.859969262128749
6.168399595296576,3.9388770353909077
4.2514892117105845,5.330729366117126
4.000491127697249,5.298039090488541
5.575727722152292,3.346865285384938
4.108159687719285,4.525929769205622
3.7078485930294827,5.221522438457885
7.616671484873802,3.8179712403517234
3.429818139019315,7.031120845636013
3.8238066508304867,5.529685032174006
6.17256602664135,4.101161565325439
4.389170018128805,5.352900301037531
4.808552901100193,5.159068015981439
4.197725614300432,5.633068326761287
3.932656140388526,6.426822506299359
5.441313859665316,5.789997643307815
5.505896015420095,3.3346922026096646
4.847941731285216,5.0844133543248144
6.589833585910053,4.062252279607441
4.103070245856723,5.343443614954535
5.427062511109239,4.295071369141327
5.2712703716606235,4.9668429494147315
6.402290566371517,3.424158029625791
3.777521063155427,6.661364026917315
4.177697701382819,5.404282844546928
4.715119914737499,5.247951251600849
5.730009425690478,4.404079094788876
5.881129744406552,4.2461215172542115
6.036894011834306,4.958801948995977
4.755647026900684,5.889351062423112
5.131024912683894,3.6007254530997725
5.23089203002599,4.982024086856365
4.199791608843077,5.666291859803552
